ensembl_id	gene_name	gene_exon_size	mean_TPM
ENSG00000161091.11	MFSD12	5277	32.217
ENSG00000168389.16	MFSD2A	4007	3.657
ENSG00000205639.8	MFSD2B	4438	0.225
ENSG00000167700.7	MFSD3	1823	7.144
ENSG00000174514.11	MFSD4	5790	4.761
ENSG00000182544.8	MFSD5	2581	16.455
ENSG00000151690.13	MFSD6	6031	23.921
ENSG00000185156.5	MFSD6L	2188	0.372
ENSG00000169026.11	MFSD7	2644	3.618
ENSG00000164073.8	MFSD8	5023	24.525
ENSG00000135953.9	MFSD9	4367	5.274
ENSG00000174197.15	MGA	17651	1.315
ENSG00000257335.7	MGAM	10767	0.477
ENSG00000131446.14	MGAT1	5817	5.987
ENSG00000168282.5	MGAT2	2687	36.927
ENSG00000128268.11	MGAT3	5457	0.068
ENSG00000071073.11	MGAT4A	9630	45.261
ENSG00000161013.15	MGAT4B	5495	21.701
ENSG00000182050.12	MGAT4C	27763	0.977
ENSG00000152127.7	MGAT5	8578	25.401
ENSG00000167889.11	MGAT5B	6386	0.043
ENSG00000259458.1	MGC15885	2425	0.437
ENSG00000246731.2	MGC16275	2522	4.548
ENSG00000237413.4	MGC27382	2481	1.403
ENSG00000268784.1	MGC2752	586	48.363
ENSG00000180279.5	MGC45922	936	0.295
ENSG00000198408.12	MGEA5	7247	217.753
ENSG00000074416.12	MGLL	10102	0.986
ENSG00000170430.9	MGMT	3557	22.469
ENSG00000111341.8	MGP	2639	0.761
ENSG00000102858.11	MGRN1	10219	12.445
ENSG00000008394.11	MGST1	7440	0.392
ENSG00000085871.7	MGST2	3182	6.628
ENSG00000143198.11	MGST3	8401	12.08
ENSG00000268975.1	MIA-RAB4B	1229	177.393
ENSG00000261857.5	MIA	1304	1.918
ENSG00000150526.10	MIA2	2940	0.543
ENSG00000154305.15	MIA3	10171	33.709
ENSG00000225783.5	MIAT	11505	161.767
ENSG00000101752.10	MIB1	10033	18.329
ENSG00000197530.11	MIB2	8767	7.749
ENSG00000204520.11	MICA	2386	41.32
ENSG00000135596.16	MICAL1	7056	99.921
ENSG00000133816.12	MICAL2	15809	4.982
ENSG00000243156.6	MICAL3	22354	1.975
ENSG00000133808.4	MICALCL	3448	3.695
ENSG00000100139.12	MICALL1	5968	13.552
ENSG00000164877.17	MICALL2	8843	0.385
ENSG00000204516.8	MICB	2798	42.535
ENSG00000107745.15	MICU1	4313	25.717
ENSG00000101871.13	MID1	9295	0.024
ENSG00000165175.14	MID1IP1	3790	1.146
ENSG00000080561.12	MID2	3097	4.811
ENSG00000167470.11	MIDN	4492	38.098
ENSG00000141741.10	MIEN1	2292	42.548
ENSG00000198160.13	MIER1	8273	76.916
ENSG00000105556.9	MIER2	3770	13.901
ENSG00000155545.18	MIER3	5763	17.051
ENSG00000240972.1	MIF	1109	13.775
ENSG00000125457.12	MIF4GD	2283	55.849
ENSG00000116691.9	MIIP	2821	30.673
ENSG00000271605.4	MILR1	1816	10.848
ENSG00000268654.1	MIMT1	2002	0.004
ENSG00000170854.16	MINA	6880	13.981
ENSG00000141503.14	MINK1	7817	65.864
ENSG00000173436.12	MINOS1	5227	66.208
ENSG00000107789.14	MINPP1	3016	6.252
ENSG00000164654.14	MIOS	6714	4.747
ENSG00000100253.11	MIOX	1796	0.411
ENSG00000135517.6	MIP	3348	0.439
ENSG00000027001.8	MIPEP	3407	15.791
ENSG00000151338.17	MIPOL1	20250	0.707
ENSG00000199017.1	MIR1-1	77	0
ENSG00000207994.1	MIR100	80	0
ENSG00000255090.4	MIR100HG	2066	0.323
ENSG00000199135.1	MIR101-1	75	0.917
ENSG00000199065.2	MIR101-2	91	8.972
ENSG00000199035.1	MIR103A1	86	23.187
ENSG00000199024.1	MIR103A2	78	77.028
ENSG00000207957.1	MIR105-1	81	0
ENSG00000207818.1	MIR105-2	81	0
ENSG00000207602.1	MIR106A	81	0
ENSG00000208036.1	MIR106B	82	443.003
ENSG00000198997.1	MIR107	87	2.087
ENSG00000274592.1	MIR10A	110	0.15
ENSG00000207744.1	MIR10B	110	0
ENSG00000221323.1	MIR1178	91	1.105
ENSG00000221630.2	MIR1179	111	0
ENSG00000221540.1	MIR1180	69	0.912
ENSG00000221566.1	MIR1181	81	82.864
ENSG00000221290.1	MIR1182	97	7.824
ENSG00000221525.1	MIR1185-1	86	0.047
ENSG00000221614.1	MIR1185-2	86	0
ENSG00000221036.4	MIR1193	113	0
ENSG00000221745.2	MIR1197	110	0
ENSG00000221325.1	MIR1200	76	2.362
ENSG00000221739.1	MIR1203	85	302.505
ENSG00000275264.1	MIR1204	67	92.922
ENSG00000221771.1	MIR1205	63	13.615
ENSG00000221176.1	MIR1207	87	40.411
ENSG00000221261.1	MIR1208	73	0.305
ENSG00000207778.2	MIR122	109	0
ENSG00000221120.1	MIR1224	85	0
ENSG00000221656.1	MIR1225	90	9.476
ENSG00000221585.1	MIR1226	75	187.733
ENSG00000221411.1	MIR1227	88	191.974
ENSG00000221365.1	MIR1228	73	1.4
ENSG00000221394.1	MIR1229	69	34.813
ENSG00000221028.1	MIR1231	92	2.639
ENSG00000221649.1	MIR1233-1	82	123.87
ENSG00000266624.1	MIR1234	80	22.539
ENSG00000221267.1	MIR1236	102	114.356
ENSG00000221273.1	MIR1237	102	1.757
ENSG00000221410.1	MIR1238	83	99.441
ENSG00000275677.1	MIR124-1	85	0
ENSG00000207816.1	MIR124-2	109	0
ENSG00000207598.1	MIR124-3	87	0
ENSG00000221502.1	MIR1245A	70	0
ENSG00000277601.1	MIR1247	136	0
ENSG00000221598.2	MIR1249	112	1.331
ENSG00000221025.1	MIR1250	113	0.12
ENSG00000221479.2	MIR1251	84	0
ENSG00000221788.1	MIR1252	65	0
ENSG00000221808.1	MIR1256	119	0.078
ENSG00000221417.1	MIR1257	117	0.035
ENSG00000221240.1	MIR1258	73	0
ENSG00000208008.1	MIR125A	86	0.159
ENSG00000207971.1	MIR125B1	88	0
ENSG00000207863.1	MIR125B2	89	0
ENSG00000199161.1	MIR126	85	0.293
ENSG00000221754.1	MIR1260A	73	0
ENSG00000266192.2	MIR1260B	108	7.413
ENSG00000221203.1	MIR1262	93	0.027
ENSG00000221371.1	MIR1265	86	0
ENSG00000221052.2	MIR1266	113	0.105
ENSG00000207608.2	MIR127	111	0
ENSG00000221033.1	MIR1272	129	0
ENSG00000221697.1	MIR1275	80	0
ENSG00000221634.1	MIR1276	83	0.806
ENSG00000221463.2	MIR1277	108	4.479
ENSG00000221680.1	MIR1278	81	48.848
ENSG00000207654.3	MIR128-1	111	11.988
ENSG00000207625.1	MIR128-2	84	0.097
ENSG00000221160.1	MIR1281	54	14.556
ENSG00000221792.1	MIR1282	101	3116.676
ENSG00000221421.1	MIR1283-1	87	0
ENSG00000221548.1	MIR1283-2	87	0
ENSG00000221264.1	MIR1284	120	3.922
ENSG00000221039.2	MIR1286	111	0.074
ENSG00000221419.1	MIR1287	90	18.216
ENSG00000221355.1	MIR1288	75	1.043
ENSG00000221287.1	MIR1289-2	111	0
ENSG00000207705.1	MIR129-1	73	0
ENSG00000199077.2	MIR129-2	108	0
ENSG00000221062.1	MIR1292	66	3.16
ENSG00000221604.1	MIR1293	71	0.832
ENSG00000221390.1	MIR1295A	79	0
ENSG00000221063.2	MIR1296	112	1.149
ENSG00000221710.1	MIR1298	112	0
ENSG00000221445.2	MIR1301	112	0.214
ENSG00000221170.1	MIR1304	91	159.028
ENSG00000221227.1	MIR1305	86	0
ENSG00000221366.2	MIR1306	109	8.987
ENSG00000221767.1	MIR1307	149	145.525
ENSG00000208009.1	MIR130A	89	0.125
ENSG00000207751.1	MIR130B	82	0
ENSG00000267200.1	MIR132	101	0
ENSG00000221017.1	MIR1323	73	0.056
ENSG00000221795.1	MIR1324	96	0
ENSG00000276792.1	MIR133A1	88	5.347
ENSG00000207764.1	MIR133A2	102	0
ENSG00000199080.1	MIR133B	119	0
ENSG00000207993.3	MIR134	73	0
ENSG00000251862.2	MIR1343	84	15.455
ENSG00000207926.1	MIR135A1	90	8.918
ENSG00000207586.1	MIR135A2	100	0
ENSG00000199059.2	MIR135B	113	0
ENSG00000207942.1	MIR136	92	0
ENSG00000277990.1	MIR137	102	0
ENSG00000207954.1	MIR138-1	99	0.065
ENSG00000207649.2	MIR138-2	110	0.037
ENSG00000272036.1	MIR139	68	0
ENSG00000208017.2	MIR140	110	21.408
ENSG00000207708.1	MIR141	95	0.546
ENSG00000208035.1	MIR143	106	0
ENSG00000249669.6	MIR143HG	15910	0.012
ENSG00000222532.1	MIR1468	86	0
ENSG00000222651.1	MIR1469	47	0
ENSG00000277727.1	MIR146A	99	2.038
ENSG00000202569.3	MIR146B	110	0.074
ENSG00000269782.1	MIR1470	61	1.189
ENSG00000222246.1	MIR1471	57	0
ENSG00000207814.1	MIR147A	72	0.206
ENSG00000211519.1	MIR147B	80	7.215
ENSG00000199085.2	MIR148A	111	0
ENSG00000199122.2	MIR148B	109	1.444
ENSG00000207611.1	MIR149	89	0
ENSG00000207782.2	MIR150	112	0.199
ENSG00000207947.2	MIR152	109	0.608
ENSG00000207647.1	MIR153-1	90	0.189
ENSG00000207960.1	MIR153-2	87	2.142
ENSG00000222831.1	MIR1537	61	7.593
ENSG00000223109.1	MIR1538	61	0
ENSG00000207978.1	MIR154	84	0
ENSG00000275402.1	MIR155	65	20.443
ENSG00000234883.3	MIR155HG	1600	34.845
ENSG00000207779.1	MIR15B	98	29.21
ENSG00000208006.1	MIR16-1	89	13.211
ENSG00000198987.1	MIR16-2	81	34.146
ENSG00000215417.9	MIR17HG	3492	4.929
ENSG00000207759.1	MIR181A1	110	0.255
ENSG00000207595.1	MIR181A2	110	0.124
ENSG00000224020.1	MIR181A2HG	662	5.688
ENSG00000207975.1	MIR181B1	110	0.686
ENSG00000207737.1	MIR181B2	89	0.199
ENSG00000207613.1	MIR181C	110	0
ENSG00000207585.1	MIR181D	137	0.06
ENSG00000207990.2	MIR182	112	0.073
ENSG00000221476.1	MIR1827	65	1.343
ENSG00000207691.1	MIR183	110	0.037
ENSG00000207695.1	MIR184	84	0
ENSG00000208023.2	MIR185	109	2.924
ENSG00000207721.1	MIR186	86	128.107
ENSG00000207797.1	MIR187	109	0
ENSG00000207768.2	MIR188	111	0.067
ENSG00000222326.1	MIR1908	80	2.651
ENSG00000223244.1	MIR1909	80	33.473
ENSG00000211137.1	MIR190A	85	0.097
ENSG00000215938.2	MIR190B	112	0
ENSG00000207605.2	MIR191	113	0.977
ENSG00000222715.1	MIR1911	80	0
ENSG00000222321.1	MIR1912	80	0
ENSG00000222958.1	MIR1913	80	2.756
ENSG00000272045.1	MIR1914	80	6.62
ENSG00000222071.1	MIR1915	80	0
ENSG00000207648.2	MIR192	112	3.503
ENSG00000207614.1	MIR193A	88	0
ENSG00000207639.1	MIR193B	83	0
ENSG00000207624.1	MIR194-1	85	65.381
ENSG00000277225.1	MIR194-2	85	0.23
ENSG00000210741.1	MIR196A1	70	1.046
ENSG00000207924.2	MIR196A2	121	0.184
ENSG00000207584.1	MIR196B	85	0.03
ENSG00000207709.2	MIR197	75	2.462
ENSG00000238728.1	MIR1972-1	77	10.73
ENSG00000238705.1	MIR1976	52	293.332
ENSG00000207752.1	MIR199A1	71	104.74
ENSG00000207581.1	MIR199B	110	0.688
ENSG00000275802.1	MIR19B1	87	4.641
ENSG00000207812.2	MIR19B2	97	0.08
ENSG00000207607.2	MIR200A	111	0
ENSG00000207730.2	MIR200B	111	0
ENSG00000207713.2	MIR200C	109	0.043
ENSG00000278352.1	MIR202	110	0
ENSG00000207935.2	MIR204	131	0
ENSG00000276335.1	MIR205	110	0
ENSG00000238399.1	MIR2053	91	0
ENSG00000230937.8	MIR205HG	3518	0.105
ENSG00000207604.2	MIR206	112	0
ENSG00000199157.1	MIR208A	83	0
ENSG00000215991.1	MIR208B	77	0
ENSG00000207710.1	MIR20B	69	0.225
ENSG00000199004.1	MIR21	72	29.022
ENSG00000199038.1	MIR210	110	0.037
ENSG00000247095.2	MIR210HG	2321	0.938
ENSG00000207702.1	MIR211	110	0
ENSG00000238742.1	MIR2110	75	29.881
ENSG00000238367.1	MIR2113	91	0
ENSG00000252454.2	MIR2114	110	0
ENSG00000253030.1	MIR2116	80	0.037
ENSG00000278547.1	MIR2117	80	0.051
ENSG00000267195.1	MIR212	110	0
ENSG00000207590.1	MIR215	110	49.111
ENSG00000207798.1	MIR216A	110	0
ENSG00000211520.2	MIR216B	82	0
ENSG00000207548.2	MIR217	112	0
ENSG00000207732.1	MIR218-1	110	0.037
ENSG00000207739.1	MIR218-2	110	0
ENSG00000207870.1	MIR221	110	12.21
ENSG00000207725.2	MIR222	112	0.803
ENSG00000207939.1	MIR223	110	2.957
ENSG00000252695.1	MIR2276	89	0.164
ENSG00000251725.1	MIR2277	93	2.021
ENSG00000252153.1	MIR2278	96	0.973
ENSG00000186594.11	MIR22HG	2986	32.526
ENSG00000253008.2	MIR2355	87	2.094
ENSG00000266461.1	MIR2392	84	0
ENSG00000207563.1	MIR23B	97	1.081
ENSG00000264566.2	MIR23C	111	1.218
ENSG00000264292.1	MIR2467	81	1.778
ENSG00000207547.1	MIR25	84	445.321
ENSG00000265164.1	MIR2681	105	0
ENSG00000276280.1	MIR2682	110	0
ENSG00000199075.1	MIR26A1	77	0.517
ENSG00000207789.1	MIR26A2	84	81.315
ENSG00000199121.3	MIR26B	110	125.477
ENSG00000276326.1	MIR2909	69	138.395
ENSG00000276373.1	MIR296	80	0.103
ENSG00000216031.1	MIR298	88	0.527
ENSG00000207749.3	MIR299	111	0.037
ENSG00000277934.2	MIR29A	87	2.605
ENSG00000274250.1	MIR29B1	81	2.75
ENSG00000215957.1	MIR300	83	0
ENSG00000207996.1	MIR301A	86	33.674
ENSG00000212102.1	MIR301B	78	0
ENSG00000274389.1	MIR302B	73	101.254
ENSG00000265695.1	MIR3064	67	3332.212
ENSG00000207617.3	MIR3074	85	0
ENSG00000207827.1	MIR30A	71	0
ENSG00000207582.1	MIR30B	88	0
ENSG00000207962.1	MIR30C1	89	40.159
ENSG00000199094.2	MIR30C2	113	0
ENSG00000199153.1	MIR30D	70	0
ENSG00000198974.2	MIR30E	113	25.7
ENSG00000199177.1	MIR31	71	0
ENSG00000263793.1	MIR3115	68	1.683
ENSG00000263390.1	MIR3119-2	85	0
ENSG00000265435.1	MIR3121	77	30.863
ENSG00000264358.1	MIR3122	73	3.734
ENSG00000265831.1	MIR3123	75	0
ENSG00000264500.1	MIR3124	67	1.132
ENSG00000264370.1	MIR3125	78	72.161
ENSG00000266649.1	MIR3126	74	0
ENSG00000265396.1	MIR3128	66	5.251
ENSG00000264725.1	MIR3129	76	0.133
ENSG00000263468.1	MIR3130-1	75	34.014
ENSG00000264755.1	MIR3131	63	0.074
ENSG00000265252.1	MIR3132	75	0.334
ENSG00000264354.1	MIR3134	74	14429.536
ENSG00000265355.1	MIR3136	78	45.396
ENSG00000264931.1	MIR3138	82	38.883
ENSG00000264678.1	MIR3140	90	3.249
ENSG00000264760.1	MIR3141	61	0
ENSG00000265237.1	MIR3142	82	0.902
ENSG00000265565.1	MIR3143	63	5.184
ENSG00000266555.1	MIR3145	82	0
ENSG00000265932.1	MIR3146	79	18.312
ENSG00000266168.1	MIR3147	66	0
ENSG00000264788.1	MIR3148	77	0
ENSG00000275241.1	MIR3150A	86	0
ENSG00000265657.1	MIR3151	76	0
ENSG00000264638.1	MIR3152	74	0
ENSG00000265112.1	MIR3153	82	110.596
ENSG00000263628.1	MIR3155A	82	1.283
ENSG00000263476.1	MIR3156-1	75	0
ENSG00000265499.1	MIR3156-2	77	1.376
ENSG00000266211.1	MIR3156-3	77	0.167
ENSG00000266407.1	MIR3157	85	0.579
ENSG00000263436.1	MIR3158-1	81	5.321
ENSG00000265014.1	MIR3160-1	85	18.744
ENSG00000264559.1	MIR3162	82	21.337
ENSG00000263742.1	MIR3165	75	4.709
ENSG00000266215.1	MIR3167	85	0
ENSG00000266663.1	MIR3169	83	0
ENSG00000263399.1	MIR3170	77	0.053
ENSG00000264607.1	MIR3173	68	4.165
ENSG00000264173.1	MIR3175	77	50.773
ENSG00000266235.1	MIR3176	90	4.531
ENSG00000265820.1	MIR3177	82	7.081
ENSG00000266232.1	MIR3178	84	0.662
ENSG00000264397.1	MIR3180-5	153	0
ENSG00000263785.1	MIR3182	63	0
ENSG00000264429.1	MIR3183	84	8.045
ENSG00000266919.1	MIR3184	94	13.468
ENSG00000263602.1	MIR3185	68	0
ENSG00000266189.1	MIR3186	85	0.085
ENSG00000263414.1	MIR3187	70	0
ENSG00000267959.3	MIR3188	85	0.372
ENSG00000264175.1	MIR3189	73	0.197
ENSG00000265134.1	MIR3190	80	24.867
ENSG00000264395.1	MIR3193	55	0.043
ENSG00000266761.1	MIR3194	73	9.679
ENSG00000266463.1	MIR3196	64	1.663
ENSG00000263681.1	MIR3197	73	0
ENSG00000264757.1	MIR3198-1	80	4.177
ENSG00000265371.1	MIR3198-2	80	119.366
ENSG00000264073.1	MIR3199-2	88	40.025
ENSG00000171889.3	MIR31HG	745	4.744
ENSG00000207698.1	MIR32	70	1.132
ENSG00000266508.1	MIR3201	52	0
ENSG00000265176.1	MIR3202-1	81	1.422
ENSG00000208037.1	MIR320A	82	0.386
ENSG00000211543.2	MIR320B1	79	0
ENSG00000221406.1	MIR320B2	138	7.333
ENSG00000221493.1	MIR320C1	88	28.362
ENSG00000212051.1	MIR320C2	50	1.095
ENSG00000211491.2	MIR320D1	48	0.688
ENSG00000221081.1	MIR320D2	48	0
ENSG00000211513.4	MIR320E	112	29.893
ENSG00000199069.2	MIR323A	108	0
ENSG00000208004.2	MIR323B	82	0
ENSG00000199053.2	MIR324	112	428.191
ENSG00000199090.1	MIR326	95	0.776
ENSG00000207948.2	MIR328	111	11.785
ENSG00000207761.2	MIR329-1	143	0.029
ENSG00000207762.1	MIR329-2	84	0.03
ENSG00000199066.1	MIR330	94	32.623
ENSG00000199172.2	MIR331	111	0.554
ENSG00000199043.1	MIR335	94	2.713
ENSG00000199151.2	MIR337	109	0
ENSG00000199023.2	MIR339	111	1.15
ENSG00000207932.1	MIR33A	69	22.228
ENSG00000207839.1	MIR33B	96	6.29
ENSG00000198995.2	MIR340	111	29.012
ENSG00000198984.1	MIR345	98	0.072
ENSG00000199104.2	MIR346	95	0
ENSG00000207865.1	MIR34A	110	0.146
ENSG00000207811.2	MIR34B	110	0.032
ENSG00000207562.2	MIR34C	108	0.033
ENSG00000266019.1	MIR3609	80	72.28
ENSG00000264875.1	MIR3610	73	0.064
ENSG00000265635.1	MIR3612	87	0
ENSG00000264864.1	MIR3613	87	3.026
ENSG00000265238.1	MIR3614	86	58.781
ENSG00000264624.1	MIR3615	87	0.29
ENSG00000264901.1	MIR3616	92	0
ENSG00000266567.1	MIR3618	88	2.072
ENSG00000266533.1	MIR3619	83	0.465
ENSG00000208015.1	MIR362	65	0.114
ENSG00000264944.1	MIR3620	79	390.276
ENSG00000263697.1	MIR3621	85	0
ENSG00000265075.1	MIR3622B	95	0
ENSG00000207572.2	MIR363	113	0.053
ENSG00000266151.1	MIR3646	84	0
ENSG00000266043.1	MIR3649	66	0
ENSG00000265304.1	MIR3650	60	0
ENSG00000265072.1	MIR3652	131	50.535
ENSG00000280968.1	MIR3653	110	19.529
ENSG00000266398.1	MIR3656	69	121.092
ENSG00000265596.1	MIR3659	99	0
ENSG00000199130.2	MIR365A	111	0
ENSG00000199187.1	MIR365B	111	0
ENSG00000264342.2	MIR3660	111	0
ENSG00000266751.1	MIR3661	96	64.424
ENSG00000266782.1	MIR3663	97	0
ENSG00000263744.1	MIR3664	99	0
ENSG00000266325.1	MIR3665	105	0.167
ENSG00000272230.1	MIR3666	111	0
ENSG00000263514.1	MIR3668	75	0
ENSG00000265996.1	MIR3671	88	5.384
ENSG00000263811.1	MIR3675	73	27.308
ENSG00000266643.1	MIR3677	60	2.245
ENSG00000264511.1	MIR3678	94	0.216
ENSG00000263813.1	MIR3679	68	1.766
ENSG00000265452.1	MIR3682	84	26.479
ENSG00000265213.1	MIR3684	74	19.674
ENSG00000265917.1	MIR3685	62	5.69
ENSG00000264105.1	MIR3688-1	93	0.251
ENSG00000265872.1	MIR3689A	78	0
ENSG00000264163.1	MIR3689B	148	0
ENSG00000264744.1	MIR3689C	72	0
ENSG00000265848.1	MIR3689D1	74	0
ENSG00000264136.1	MIR3689D2	80	0
ENSG00000266827.1	MIR3689E	72	0
ENSG00000266514.1	MIR3689F	66	0.998
ENSG00000199025.4	MIR369	70	0.072
ENSG00000265083.1	MIR3691	90	26.938
ENSG00000266617.1	MIR3692	69	2.179
ENSG00000264818.1	MIR3714	65	8.231
ENSG00000199031.1	MIR371A	67	0.076
ENSG00000199143.1	MIR373	69	0.251
ENSG00000199168.2	MIR374A	111	5.311
ENSG00000212027.2	MIR374B	112	2.057
ENSG00000198973.3	MIR375	112	0
ENSG00000277780.1	MIR376B	110	0
ENSG00000199015.3	MIR377	109	0.075
ENSG00000264803.1	MIR378C	81	0
ENSG00000263631.1	MIR378D1	54	0.228
ENSG00000276513.1	MIR378D2	98	1.781
ENSG00000263831.1	MIR378E	79	85.973
ENSG00000264926.1	MIR378F	78	0
ENSG00000199088.4	MIR379	109	0
ENSG00000199020.2	MIR381	108	0
ENSG00000207742.2	MIR382	86	0
ENSG00000199127.1	MIR383	73	0
ENSG00000265810.1	MIR3907	151	0.333
ENSG00000266655.1	MIR3908	126	0.019
ENSG00000266320.1	MIR3909	119	17.472
ENSG00000266855.1	MIR3910-1	111	0
ENSG00000264329.1	MIR3911	109	10.97
ENSG00000264249.1	MIR3912	105	0.392
ENSG00000264405.1	MIR3913-2	102	1.148
ENSG00000265878.2	MIR3914-1	99	0
ENSG00000263568.1	MIR3916	94	105.959
ENSG00000264021.1	MIR3917	93	26.133
ENSG00000265558.1	MIR3918	93	177.14
ENSG00000263634.1	MIR3919	89	0
ENSG00000263885.1	MIR3920	86	0
ENSG00000264897.1	MIR3921	85	13.942
ENSG00000264295.1	MIR3922	84	1.193
ENSG00000264747.1	MIR3924	81	0
ENSG00000263894.1	MIR3925	77	0.911
ENSG00000266206.1	MIR3926-2	73	10.6
ENSG00000264141.1	MIR3928	58	0.084
ENSG00000265281.1	MIR3935	104	5.203
ENSG00000263597.1	MIR3936	110	4.196
ENSG00000264013.1	MIR3938	103	0
ENSG00000265828.1	MIR3939	106	0.849
ENSG00000266722.1	MIR3940	102	39.654
ENSG00000265442.1	MIR3941	103	36.849
ENSG00000265102.1	MIR3942	109	11.759
ENSG00000264069.2	MIR3943	113	0.583
ENSG00000265395.1	MIR3944	108	2.328
ENSG00000266698.1	MIR3945	98	0.155
ENSG00000266070.1	MIR3960	91	0
ENSG00000263389.1	MIR3973	107	0
ENSG00000272380.1	MIR3976	139	0
ENSG00000265584.1	MIR3978	101	6.334
ENSG00000199107.2	MIR409	112	0
ENSG00000199092.3	MIR410	108	0
ENSG00000199109.3	MIR411	111	0
ENSG00000199012.2	MIR412	91	0
ENSG00000202566.3	MIR421	112	3.065
ENSG00000199071.2	MIR423	94	15.804
ENSG00000274784.1	MIR424	111	0.021
ENSG00000199032.1	MIR425	87	3.92
ENSG00000265392.1	MIR4252	63	0.08
ENSG00000264014.1	MIR4253	68	0.081
ENSG00000266580.1	MIR4254	76	0.137
ENSG00000264698.1	MIR4255	72	0
ENSG00000264553.1	MIR4257	86	12.246
ENSG00000264349.1	MIR4258	91	46.5
ENSG00000264831.1	MIR4260	67	2.484
ENSG00000265418.1	MIR4261	58	0.409
ENSG00000265172.1	MIR4262	54	0.552
ENSG00000265321.1	MIR4263	83	49.567
ENSG00000266436.1	MIR4264	66	0
ENSG00000264934.1	MIR4265	99	0
ENSG00000265965.1	MIR4266	55	0
ENSG00000265682.1	MIR4267	82	0
ENSG00000266518.1	MIR4268	64	0
ENSG00000265215.1	MIR4269	84	0.638
ENSG00000263573.1	MIR4270	70	1.497
ENSG00000264633.1	MIR4271	67	36.43
ENSG00000266396.1	MIR4273	84	0.505
ENSG00000266690.1	MIR4274	91	0.033
ENSG00000265846.1	MIR4276	70	0
ENSG00000263746.1	MIR4277	84	0.239
ENSG00000266243.1	MIR4279	58	0
ENSG00000265919.1	MIR4280	76	0
ENSG00000266329.1	MIR4281	62	0.076
ENSG00000266180.1	MIR4282	67	1.785
ENSG00000265214.1	MIR4283-1	80	0
ENSG00000265724.1	MIR4284	81	7.075
ENSG00000264675.1	MIR4285	85	0.817
ENSG00000265847.1	MIR4287	78	0.052
ENSG00000265251.1	MIR4288	67	3.638
ENSG00000265873.1	MIR4289	70	0
ENSG00000198976.1	MIR429	83	0.036
ENSG00000263967.1	MIR4290	95	0
ENSG00000265347.1	MIR4291	65	0
ENSG00000265806.1	MIR4292	67	166.522
ENSG00000264800.1	MIR4294	76	0.196
ENSG00000264763.1	MIR4295	85	27.95
ENSG00000264572.1	MIR4296	88	0.925
ENSG00000266676.1	MIR4297	76	0
ENSG00000264493.1	MIR4298	73	80.85
ENSG00000266645.1	MIR4299	72	1.831
ENSG00000264110.1	MIR4300	96	0.043
ENSG00000265140.1	MIR4301	66	0
ENSG00000263890.1	MIR4303	66	0
ENSG00000265526.1	MIR4304	62	17.467
ENSG00000264171.1	MIR4305	102	9.439
ENSG00000263615.1	MIR4306	91	1.035
ENSG00000265165.1	MIR4307	84	0
ENSG00000265432.1	MIR4308	81	39.506
ENSG00000266015.1	MIR4309	83	0
ENSG00000208001.1	MIR431	114	0
ENSG00000264850.1	MIR4310	57	0.786
ENSG00000263512.1	MIR4311	100	0
ENSG00000265195.1	MIR4312	76	213.199
ENSG00000274496.1	MIR4313	101	0.105
ENSG00000264005.1	MIR4314	92	0.028
ENSG00000264060.1	MIR4316	71	24.514
ENSG00000266530.1	MIR4318	81	0
ENSG00000265957.1	MIR4319	85	1.653
ENSG00000272458.1	MIR432	94	0.063
ENSG00000267021.1	MIR4321	80	0.245
ENSG00000264266.1	MIR4322	73	0
ENSG00000266226.1	MIR4323	69	18.115
ENSG00000265407.1	MIR4324	72	9.457
ENSG00000266666.1	MIR4325	90	0
ENSG00000266104.1	MIR4326	59	145.145
ENSG00000265007.1	MIR4327	85	1.551
ENSG00000263351.1	MIR4329	71	1.008
ENSG00000207569.1	MIR433	124	0
ENSG00000265789.1	MIR4330	105	0
ENSG00000264341.1	MIR4417	73	0.04
ENSG00000264773.1	MIR4420	77	695.545
ENSG00000265822.1	MIR4422	83	0.261
ENSG00000266110.1	MIR4423	80	0.952
ENSG00000266417.1	MIR4424	86	0.027
ENSG00000265744.1	MIR4427	68	0
ENSG00000264010.1	MIR4429	73	0.064
ENSG00000266078.1	MIR4432	84	0
ENSG00000265507.1	MIR4435-1	80	9.394
ENSG00000265510.1	MIR4436A	85	0.834
ENSG00000266705.1	MIR4437	60	7.464
ENSG00000263828.1	MIR4439	80	2.465
ENSG00000266109.1	MIR4440	98	1.279
ENSG00000264810.1	MIR4441	100	6.725
ENSG00000264219.1	MIR4442	67	1.461
ENSG00000265483.1	MIR4443	53	0
ENSG00000265253.1	MIR4446	67	11.684
ENSG00000264585.1	MIR4449	66	0.302
ENSG00000263445.1	MIR4450	65	0
ENSG00000264233.1	MIR4456	43	0
ENSG00000263670.1	MIR4457	68	0
ENSG00000273868.1	MIR4458	75	0.213
ENSG00000265691.1	MIR4460	86	0
ENSG00000263963.1	MIR4461	74	137.194
ENSG00000263926.1	MIR4462	58	3.732
ENSG00000266760.1	MIR4464	92	0
ENSG00000264390.1	MIR4465	70	0
ENSG00000271899.1	MIR4466	54	16.195
ENSG00000264471.1	MIR4467	63	25.468
ENSG00000266193.1	MIR4468	64	0
ENSG00000266044.1	MIR4469	79	0.673
ENSG00000264408.1	MIR4470	72	0
